,roi_id,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa-bz,H3,M1,MU,NAT,NMDA,VAChT,mGluR5,vox_id,pls_x_score_0
2414,356.0,0.7011691,0.6343589,-0.8619182,-0.82998353,1.1651077,-0.0060195625,0.12170923,-0.0489517,0.27780646,0.2511437,0.22586167,-0.10801859,-1.181691,0.8264925,-0.7049721,0.6666732,0.8161587,-0.40673277,-0.010476455,2414,-3.2957313497178697
2417,202.0,0.62803173,0.7144809,-0.8039617,-0.78650045,0.9222579,-0.17206484,0.17118765,-0.40944186,-0.10819235,0.039109506,0.20587726,-1.2921109,-0.73026514,0.58252376,-0.8751415,0.84463745,0.51478416,-0.39076754,-0.07851964,2417,-2.4467795042347653
2420,359.0,1.0088063,0.8672255,1.21926,1.0032518,0.9660197,0.22351435,0.14581081,-0.06971591,0.6837294,0.14378057,0.08255962,1.406005,-0.24927141,0.70110834,-0.19108634,-0.06461227,0.8240836,-0.29499432,0.41622317,2420,-2.926475236757119
2428,350.0,-0.69790167,-0.39517054,0.7193209,0.5886698,-0.5483548,-0.4048395,0.40748587,0.7849244,-0.14491983,0.036692604,-0.7406965,1.5483711,-0.16046377,0.7821997,0.05527124,0.08253672,0.87388307,-0.34497917,0.7829655,2428,-0.3167438955810252
2439,359.0,0.97121465,0.68941,-0.6384056,-0.63746333,0.8859991,-0.31089932,-0.04105135,-0.33062267,0.8888515,0.16292691,0.24292123,1.3776389,-0.32870844,0.50405854,-0.103802435,-0.35944825,0.74650574,-0.28810352,0.39161623,2439,-3.368359913858933
2440,359.0,0.9640542,0.76169086,-0.48895812,-0.5096846,0.88305956,-0.29311714,0.28990662,-0.1575736,0.74494195,0.17014106,0.22050004,1.2982272,-0.26802385,0.63819516,0.08730374,-0.32362813,1.009843,-0.34926632,0.44643292,2440,-3.0805350830621117
2444,350.0,0.5134673,0.710271,-0.04340974,-0.11178161,0.80798036,-0.23652226,1.1571758,0.61825705,0.045919187,0.1821625,-0.29324302,1.3470088,-0.16037078,0.80493987,0.38347495,0.5839532,0.5025949,-0.36290216,0.5512979,2444,0.8038720870685352
2445,350.0,0.40503973,0.8618549,-0.7727238,-0.75812453,0.7580355,-0.527621,1.2639445,0.7037486,0.14229882,0.21545476,-0.3995011,1.2344426,0.0017231032,0.99257433,0.3907703,0.57553196,0.59044063,-0.33616742,0.65671176,2445,0.786312640678761
2448,351.0,-0.7060849,-0.4953084,-0.4400334,-0.44899014,-0.8575786,-0.726236,0.15184702,0.5550038,-0.38916972,-0.058350176,-0.89423436,-1.0109997,-0.32437465,0.67809343,-0.25946844,0.06694769,-0.73866487,-0.44559255,0.32553443,2448,-0.4205777020273438
2450,338.0,1.1584057,0.21462153,-0.7507552,-0.67093194,0.9965231,-0.029063344,0.2114692,-0.22843015,0.47788733,0.22627991,0.40133354,0.4098728,-1.1155146,0.6261934,-0.33282518,0.570537,0.3951763,-0.33377457,0.15689464,2450,-3.316353519306018
2454,202.0,0.5704938,0.0989135,-0.5325407,-0.56278014,0.4444476,-0.14366621,-0.10135854,-1.0066946,0.33457825,-0.015599124,0.41546884,-1.1965792,-1.0192293,-0.32078844,-0.68022406,0.31374696,0.88138247,-0.27525446,-0.20512776,2454,-1.9229710477482196
2470,357.0,0.05444105,-0.52189267,-0.86120415,-0.843684,0.098434396,-0.27149105,-0.2880345,-1.4576744,0.23831858,-0.099556856,0.46567318,0.04534809,-1.6980073,-0.59944296,-0.612061,-0.3454404,0.9989527,-0.35393488,-0.71163845,2470,-4.4166877831913505
2472,357.0,0.54082966,-0.27769256,-0.17562607,-0.25410622,0.14104141,-0.08663979,-0.36743957,-1.4670416,0.339019,-0.12066443,0.44861332,-0.9382427,-1.3708133,-0.7991709,-0.59306335,-0.08338533,-0.012852504,-0.36404157,-0.586763,2472,-2.8811062270821055
2474,223.0,0.83747077,0.020017646,-0.031339884,-0.10588638,0.60420275,-0.14524509,0.004744336,-1.1094083,0.56754583,0.0057738386,0.41790593,1.4163454,-0.7550784,0.101104885,-0.17670003,0.31712332,0.50777936,-0.27079758,0.30584258,2474,-3.5476668036446273
2475,223.0,0.78223395,0.049123652,0.35534364,0.32580194,0.7239321,-0.08464398,0.19062555,-0.86447734,0.5757074,0.07377185,0.40377063,1.4460018,-0.5177337,0.45993787,0.048908513,0.33855277,0.47839028,-0.28105175,0.476354,2475,-3.064926789011247
2476,341.0,0.7546159,0.102179155,1.030006,1.0302454,0.7430415,0.07679075,0.4670831,-0.6682493,0.3463406,0.12684593,0.39353484,1.3989656,-0.47943282,0.65997255,0.1478087,0.26553592,0.7868903,-0.31385335,0.49314618,2476,-2.9236923772407706
2480,351.0,0.13985312,0.65417683,1.4226978,1.2225761,0.56901926,0.06219217,0.82017326,0.48800758,0.12729575,0.13015492,-0.76165557,0.75301063,-0.0020294527,0.6103667,0.25241157,0.39758155,0.3324866,-0.32207465,0.23135953,2480,2.3994318200568423
2485,338.0,0.523952,-0.181219,-0.7731049,-0.6468297,0.71661466,-0.32250363,0.07435481,-0.25718558,0.55182254,0.3058452,0.49491844,0.43581277,-1.1937728,0.10474432,-0.14127207,-0.1698179,0.855015,-0.23720105,0.13368952,2485,-3.786118252379103
2486,338.0,-0.14042129,-0.6916685,-0.76012397,-0.6867672,0.14548095,-0.4236465,-0.4026534,-1.1656528,0.36938524,-0.09885543,0.52465117,0.41965064,-1.6747108,-0.73022515,-0.51176333,-0.7149954,-0.07679736,-0.3260834,-0.664507,2486,-6.244200130886502
2491,202.0,0.58251286,-0.5004893,-0.028977634,-0.10761531,0.40548146,-0.24835056,0.055881247,-1.3729422,0.39987144,-0.01933235,0.47639644,1.5146596,-1.1795024,-0.17966287,-0.16144368,-0.0708497,0.83478534,-0.3544699,0.14369003,2491,-4.369187223619341
2494,350.0,0.032448743,0.028435268,1.3962027,1.2914586,0.61232984,-0.10029596,0.8086138,-0.4359236,0.504653,0.064092666,0.2502328,0.7085758,-0.8811436,0.032108095,0.11996918,-0.24627073,0.74250174,-0.28894016,-0.23713614,2494,-1.0904901402845613
2498,351.0,0.3114444,0.38979632,-0.27582622,-0.29583412,0.6326214,-0.3555583,0.80234647,0.063611485,0.08804777,0.03229388,-0.39462662,0.9810349,-0.34966823,0.2411241,0.21190745,0.35987806,0.22696155,-0.38047543,0.0041128644,2498,2.9753840974417702
2505,218.0,0.8075509,-0.24954566,-0.7558443,-0.5920223,0.65166557,-0.31673574,-0.009862766,-0.038230352,0.6452016,0.35350007,0.4369154,0.4067385,-1.1572757,0.1879623,0.0966176,0.11516535,0.7789956,-0.22075343,0.19086982,2505,-3.403096022107298
2506,338.0,-0.11254749,-0.64203805,-0.8043385,-0.6358363,0.42030957,-0.52374005,-0.16603015,-0.53508675,0.6027129,0.20862807,0.53147525,0.449635,-1.4869294,-0.3590513,-0.12317711,-0.30383608,0.864088,-0.2760885,-0.2205311,2506,-4.916933846511322
2507,338.0,-0.9480005,-1.330377,-0.7803803,-0.6700689,-0.28340858,-0.7384253,-0.76499283,-1.478653,-0.041578703,-0.29572082,0.5504847,0.44629553,-2.1173818,-1.5850606,-0.74608576,-0.9100629,-0.6115286,-0.46060452,-1.3371667,2507,-8.285442756503173
2509,341.0,0.19457817,-0.47326308,0.48127478,0.5201736,0.4307069,-0.28152058,0.40590802,-0.9338206,0.90241414,0.038650867,0.4900443,-0.08978298,-1.0287793,-0.068839066,0.08816919,0.031113252,0.5355646,-0.30181646,-0.16391093,2509,-3.0865497506949326
2510,350.0,0.027845673,-0.52330506,0.8258298,0.8690889,0.3726455,-0.265145,0.44640157,-0.8581699,0.9327804,-0.029234177,0.4632361,0.20924152,-1.2135314,-0.18141533,0.090016164,0.13546698,0.08038144,-0.3218931,-0.36072373,2510,-2.5389336191052556
2513,344.0,0.15621933,0.5003978,0.8378098,0.76395315,0.6467624,-0.16145468,1.0701858,0.23307946,0.060682222,0.06550679,-0.72802335,1.12728,-0.22886908,0.6404945,0.23843868,0.65396076,0.48588893,-0.40660188,0.1402074,2513,3.8384757019855167
2514,349.0,-0.43885225,0.25168267,0.98262686,0.99595565,0.3090073,-0.32269278,0.83253914,0.22773643,-0.037857924,0.075833425,-0.9483382,0.79639405,-0.21614794,0.7107773,0.02665871,0.24522087,0.3690559,-0.57780504,-0.15002261,2514,2.3575642463582946
2516,338.0,0.57842135,-0.3681288,-0.78304136,-0.58779943,0.46059236,-0.35789546,-0.26184794,-0.35292011,0.8961729,0.28269535,0.51344043,0.41763112,-1.3310081,-0.16552493,0.104257636,-0.34206587,0.7560141,-0.21785717,0.049256746,2516,-3.251488679646621
2517,338.0,-0.42913485,-0.90497863,-0.83228385,-0.6591004,0.08572217,-0.62825215,-0.50169337,-0.9177105,0.3859487,0.06955629,0.5909407,0.42751667,-1.7630624,-0.8882975,-0.21107751,-0.7625595,0.87212616,-0.34456345,-0.67227906,2517,-5.602792909471496
2519,344.0,0.353639,0.3125561,0.43833297,0.4045351,0.5825978,-0.16344151,0.7131493,-0.10741834,0.16690384,-0.06380439,-0.4925985,-0.06133296,-0.39177915,0.23469104,0.29618803,0.29797652,0.27578196,-0.37026098,0.15712076,2519,3.65073410262153
2523,218.0,1.088848,-0.15948218,-0.79327303,-0.6953932,0.50599635,-0.16805157,-0.061489325,-0.057234515,1.2518057,0.3958115,0.48322052,0.34259516,-1.1010013,0.17826504,0.25806,-0.4044598,0.43853307,-0.2496485,0.2443769,2523,-2.3941586330139453
2525,349.0,0.32423058,0.3115885,0.47167662,0.56988156,0.7133182,-0.16286038,0.6929092,0.019708373,0.13053647,-0.0022908114,-0.58959544,0.12243717,-0.029750032,0.63352644,0.30138275,-0.10868864,0.35437062,-0.49683562,0.099008344,2525,3.1353299198556894
2526,349.0,0.018639538,0.24965122,0.17213073,0.2660925,0.66319805,-0.4496964,0.61364377,0.13222581,-0.0023307223,0.06570147,-0.85329086,0.25239682,-0.04832595,0.77825665,0.17389688,0.12677635,0.15324952,-0.6631534,-0.11856407,2526,1.8941520126593463
2528,218.0,0.54108536,-0.3611249,-0.8491071,-0.8168966,0.28557312,-0.42202306,-0.13624068,-0.27135557,1.282652,0.28804678,0.5451231,0.20012507,-1.341813,0.014560336,0.2631399,-0.79406106,0.5609142,-0.2998586,0.09026123,2528,-2.976481012405981
2531,349.0,0.10456304,0.22283067,-0.80213785,-0.77398694,0.6846805,-0.73241144,0.61027277,0.14591457,0.10605141,0.07430492,-0.7743285,0.4463597,0.06339546,0.8670443,0.1933212,-0.19216287,0.34850782,-0.6139691,0.00017878413,2531,1.8354407205444079
2539,344.0,-0.032761194,-0.08475538,-0.38133368,-0.31360948,0.5172988,-0.6429598,0.22307192,0.08152645,-0.14011885,0.007089705,-0.76458013,0.24887581,-0.05159203,0.6217303,-0.14478904,-0.30971515,-0.6490037,-0.7278839,-0.3147792,2539,-1.4985638574622409
2542,344.0,-0.026112232,0.02462592,-0.8513262,-0.8234412,0.5115616,-0.7232098,0.06549296,-0.022796798,-0.23277782,-0.036258534,-0.72607374,-0.13298173,-0.0715555,0.5058636,-0.22746223,-0.041125864,-0.28475007,-0.57565045,-0.3644128,2542,-1.7109840629953639
2550,252.0,0.24470033,0.11516015,0.507055,0.31273547,-0.05069653,0.079904005,0.48501298,-0.5393597,0.5416204,-0.07092579,-0.07828978,-0.10667708,-0.71406347,0.113356106,0.19007936,0.2546463,0.46645606,-0.15762928,0.07218549,2550,-1.5672094976807116
2551,252.0,0.046769217,0.109171726,0.048734326,0.012843491,0.16327263,-0.0916067,0.07314857,-0.23863693,0.16798416,-0.10108334,-0.49649802,-0.4568753,-0.30698055,0.15805198,-0.16740757,0.8187256,-0.84616834,-0.21398973,-0.13998955,2551,-1.1394063213560053
2554,305.0,0.33522704,0.2838829,-0.846795,-0.8236062,0.21919844,0.14188969,0.11743126,-0.7373258,1.2276807,-0.029483292,0.63578343,-0.044245843,0.038246512,0.52932894,0.04392712,1.2523556,0.8793977,0.061159104,0.9314056,2554,2.03767170485221
2555,305.0,-0.013581934,-0.31285197,-0.16617037,-0.18818209,-0.1858115,0.13897024,-0.29683733,-1.2805363,1.1965942,-0.2224462,0.645532,0.34128,-0.694098,-0.24559414,0.0026732087,0.7191474,0.33499736,0.07498342,0.49721727,2555,-1.09319099921565
2556,305.0,-0.8710274,-1.2441744,0.78886306,0.73654115,-0.7231314,-0.0093334615,-0.8957501,-1.8188316,0.6646457,-0.5162268,0.6489438,0.35283607,-1.5187004,-1.5451646,-0.38955736,0.12597919,-0.3911738,-0.10627496,-0.4067723,2556,-4.964673495055516
2557,252.0,-0.064215355,0.021433637,-0.15386406,-0.1289067,-0.19659267,-0.04814209,0.49717018,-0.7409212,0.43431854,-0.11665707,-0.03783376,-0.5849787,-0.7825543,-0.16569941,0.043380704,0.45490733,-0.40740705,-0.12340904,-0.15032409,2557,-1.3437199514245362
2563,305.0,0.2196394,0.12427053,-0.57291734,-0.57194793,0.10873748,0.17444962,0.12071164,-0.6584361,1.1496649,-0.048698656,0.65381825,0.096274465,-0.04851371,0.47332406,-0.009326652,1.2232124,0.60818297,0.06945645,0.84283704,2563,2.4566514761044957
2564,305.0,-0.19565794,-0.5664071,0.41985583,0.3902886,-0.34759086,0.24675216,-0.29277217,-1.3519799,0.8925723,-0.28005153,0.66551614,0.43027395,-0.8884783,-0.5154338,-0.1813378,0.52805257,0.5873968,0.061883274,0.22563718,2564,-1.7238236149515742
2570,305.0,-0.25805482,-0.7948406,0.67347574,0.6574624,-0.48967463,0.2720168,-0.45477292,-1.5280535,0.43791938,-0.32575816,0.7127962,0.5617072,-1.062938,-0.9611927,-0.32607216,0.4678631,0.7134179,0.08468316,0.10947019,2570,-3.0931989927168813
2573,209.0,-0.7063405,0.09391295,-0.7284469,-0.6968666,-0.3653995,-0.25810462,0.15734869,-0.92039394,-0.52251697,-0.46431285,-0.49552307,0.5905244,-0.49161,-0.38192445,-1.2037663,1.9563351,-0.36343983,-0.05951057,-1.0090032,2573,-0.30378512131246305
2578,301.0,0.10814324,-0.22962725,-0.03593269,-0.05181297,0.007963208,0.15116298,-0.08755699,-0.53980947,0.8001533,-0.083273694,0.7420418,0.50914705,-0.19733575,0.093297176,0.04077214,1.0070736,0.68637997,0.28418574,0.83248955,2578,0.4288476088439745
2579,301.0,-0.40944397,-1.0416511,0.36710387,0.38395035,-0.60073507,0.061115675,-0.7614855,-1.569824,0.08156646,-0.3741454,0.7361927,0.90716845,-1.1729788,-1.3289133,-0.47531196,0.29463264,-0.2974532,0.14417951,-0.2197578,2579,-4.271767982844563
2582,373.0,0.7231617,-0.46941134,-0.17753392,-0.15693119,0.027146826,0.66423994,-0.41112703,-0.0031837188,0.64052075,0.16870108,0.98965204,-0.8407498,0.47330087,0.32448432,-0.41957814,0.28639674,0.17640229,-0.064429216,-0.06653001,2582,-0.25088487602900117
2585,301.0,0.9210928,0.1667442,-0.3321267,-0.316748,0.32079235,0.4832242,-0.04728541,0.21136615,0.9295397,0.09121399,0.8136924,0.17690773,0.6764779,0.6948274,0.24581863,1.1091927,0.6273178,0.13860218,1.1923776,2585,3.0043843851538434
2587,208.0,-0.6073751,0.52780044,0.6623412,0.639779,-0.5378204,0.48956946,0.66582066,-1.4475733,-0.20241158,-0.41595864,0.20441513,0.3100208,-0.31904316,-0.62115127,-1.1165252,0.8703116,-0.17622685,0.23503883,-0.53805333,2587,2.2491347844968876
2589,209.0,-0.5398637,0.6208532,-0.6761638,-0.65520173,-0.3387302,-0.24009107,0.6416293,-0.93416274,-0.48879015,-0.47027802,-0.3829287,0.8784339,-0.17252909,-0.24699482,-1.0656877,1.9976112,-0.1277554,-0.0885744,-0.7605321,2589,1.7002661109074184
2595,373.0,1.0039474,-0.2385965,0.026001522,0.046121214,0.31709716,0.9027577,-0.7183642,0.6534037,0.89473265,0.2167614,0.8911927,0.5475605,0.93014514,0.6587546,-0.20839122,0.70250165,-0.6968032,-0.07549851,0.46008345,2595,0.4612484310491926
2597,301.0,0.8413065,-0.03882149,-0.084074885,-0.043397058,0.35090494,0.5174307,0.062201764,0.23061045,0.8269188,0.07627605,0.8478121,0.4644409,0.6870353,0.5230938,0.31009942,0.8941071,-0.19760719,0.14491107,1.1824312,2597,0.7964338365737905
2598,301.0,-0.3281234,-1.07085,-0.1721996,-0.13187149,-0.18627974,0.015388325,-0.18000212,-0.7769303,0.24335958,-0.18772465,0.8351389,0.9234282,-0.2770414,-0.5852576,-0.15083024,0.72178257,0.7962738,0.20067675,0.53633994,2598,-2.8738595919218555
2600,208.0,-0.7766649,0.30163097,-0.32375234,-0.3110519,-0.6596678,-0.07811313,0.65282214,-1.7832446,-0.01781385,-0.46166408,0.28483966,-0.8247947,-0.8946032,-1.3834933,-0.97754085,0.57752526,0.46740112,0.32419834,-0.5449933,2600,0.7933278069022118
2602,208.0,-0.5245202,0.60494506,1.0366404,1.0104177,-0.54369634,0.6684937,0.87281656,-1.3020066,-0.033177022,-0.47417983,-0.0207739,1.9924932,-0.4349084,-0.8680399,-0.858817,1.5476007,0.32342267,0.2287597,-0.6001166,2602,1.9847180374786606
2603,208.0,-0.4672378,0.6935065,-0.117102236,-0.10877467,-0.43108088,0.047565795,0.9691963,-1.075307,-0.30275214,-0.48415244,-0.14214224,1.556295,-0.23790368,-0.62277406,-0.80979234,1.7642462,0.036270116,0.14002605,-0.7334021,2603,1.9336148953573296
2604,254.0,-1.1234279,0.16864018,-0.83278537,-0.818179,-0.89628303,-0.66649723,0.33048913,-0.7344242,-0.8584657,-0.57329106,-0.7236366,0.19800556,-0.22656786,-0.4348945,-0.8561127,1.4598081,-1.5810466,-0.25667796,-1.1603266,2604,-1.281672258244787
2607,378.0,1.7969503,-0.97473776,0.5078637,0.5408295,-0.11456403,1.0881311,-0.92515385,0.8937073,0.9929126,0.5288549,1.1402653,-0.10097443,0.44041997,0.7291116,0.3821938,0.3744636,-0.95652664,-0.29293698,0.033262927,2607,-4.448014493572453
2612,302.0,0.45004722,-0.5435207,-0.14420429,-0.091542296,0.3438667,0.2676889,0.039030418,0.25784215,0.5100541,-0.017944153,0.89606684,0.80508476,0.38376555,0.18057415,0.19706105,1.0893964,0.5924224,0.15442841,0.849065,2612,-1.6967845887480448
2613,208.0,-0.96436703,-0.13226534,-0.714574,-0.6788714,-0.8522345,-0.32727727,0.695059,-2.0867403,-0.05370116,-0.56428367,0.4066952,-1.252162,-1.4596156,-2.0152698,-1.0475762,0.34449366,0.31540602,0.14542174,-0.8188386,2613,-2.365105212612167
2620,254.0,-1.2819773,-0.21563971,-0.29126012,-0.39445937,-1.022607,-0.60442954,0.3928089,-0.5475434,-1.0903531,-0.5857849,-0.77189136,0.480523,-0.20887595,-0.42034242,-0.6646769,0.69808584,-0.98057353,-0.14534192,-1.1207948,2620,-1.0035254895467365
2621,378.0,1.9166296,-1.2251103,0.6230867,0.6560852,-0.22222416,1.0717999,-1.173729,0.8357867,1.0041949,0.5361829,1.1232054,0.08283625,0.459879,0.5078129,0.5386157,0.31299865,-0.98242706,-0.32257745,-0.07259834,2621,-6.455788558515484
2623,306.0,1.7043779,-0.6648258,-0.7104623,-0.6846411,0.29975823,0.7017823,-1.0502366,1.515108,0.74410176,0.42941606,1.0305952,0.62204224,1.129611,0.9639691,0.30469975,0.6439675,-1.353584,-0.1756093,0.36954427,2623,-3.247392020214446
2625,299.0,1.1816765,-0.057099834,-0.44343933,-0.40719086,0.7220745,0.48765823,-0.024374267,1.0945141,0.8595653,0.1450685,0.9292116,0.63592005,0.41716975,0.6749019,0.6463889,0.86413,0.76396656,0.15300463,1.1286869,2625,-1.4151729337018195
2626,302.0,0.20225,-0.81119096,-0.2643382,-0.18055053,0.24001202,0.2229338,-0.13663472,0.2420379,0.2665242,-0.099229336,0.91215175,0.90329766,-0.15058242,-0.21287243,0.059613664,0.89446545,-0.13681708,0.10885962,0.27859113,2626,-3.2322577419808303
2634,378.0,1.9836296,-1.3979231,0.33920747,0.36084706,-0.3379645,0.87380904,-1.1491926,0.7531739,0.8742085,0.5542949,0.9886771,1.012781,0.26940873,0.012836228,0.52674806,0.07582249,-0.77256274,-0.24106167,-0.2881764,2634,-8.250149947721043
2638,299.0,1.3778173,0.22400808,-0.48721611,-0.4536056,0.873357,0.37952164,-0.104637265,1.4625286,1.2305614,0.2841544,0.97064227,0.44103697,0.7753336,0.9146019,0.9107981,0.7976529,0.25387156,0.09349918,1.28611,2638,-1.2198702193649402
2639,299.0,0.92825323,-0.2797346,-0.3379454,-0.25219786,0.5858359,0.37809333,-0.1330534,0.95811826,0.7178164,0.079428054,0.96479315,0.83567256,0.23541112,0.46377835,0.60977083,0.5181006,0.62839943,0.13498254,0.90590733,2639,-2.4811973643716847
2640,315.0,-0.27723408,-1.1818259,-0.053609136,0.06996533,0.030382156,0.1378419,-0.36555746,0.048473332,-0.11011271,-0.18510288,0.9267742,0.2906193,-0.48652917,-0.5696914,-0.03785978,0.02189479,0.1988239,0.08531148,-0.14502208,2640,-4.950128724088378
2642,210.0,-0.35574165,0.94974905,-0.85072696,-0.8287013,0.1020811,-0.54908454,1.3685527,-0.08627773,-0.3152347,-0.36928317,-0.573998,0.17384122,0.55495334,0.16318771,0.119648196,0.54902494,0.5004165,0.06151329,-0.25731292,2642,3.3476161307366357
2643,378.0,1.8092254,-1.5616927,0.822652,0.85178375,-0.3243406,0.8429824,-1.1141567,0.66456723,0.74962306,0.46800873,0.899966,0.9546937,-0.34980434,-0.25333822,0.5421014,-0.66749465,-0.2952986,-0.21561146,-0.53901166,2643,-8.751004833292054
2648,315.0,0.7610088,-0.4459095,0.015982002,0.2029965,0.35250118,0.61149585,-0.17787063,0.6718142,0.3136938,-0.0117300525,0.97015476,0.6794545,0.24482171,0.17511216,0.52600193,0.42895076,0.51193875,0.11568484,0.46675768,2648,-3.0246084979595653
2649,315.0,-0.4887187,-1.2891815,-0.28511018,-0.18447897,-0.20221764,-0.14779463,-0.52495205,-0.26697308,-0.3946909,-0.30918562,0.9233625,-0.61679333,-0.5871061,-0.9809989,-0.17133103,-0.32713193,-0.04016393,0.0083813695,-0.5418299,2649,-5.899137908329859
2652,306.0,2.1237667,-0.16090268,0.1953287,0.2550753,0.29501393,0.5309251,-0.8395771,1.6029962,0.6587645,0.41508895,0.9043533,0.4645628,1.0578043,0.7201632,0.6792493,-0.33241504,-1.0625056,-0.17366964,0.2135997,2652,-4.86087899225321
2653,306.0,2.1388543,0.33982226,-0.7797502,-0.7514179,0.73362297,0.31413025,-0.13298191,1.8592889,1.0987742,0.44187728,0.9331108,0.38823992,1.2914959,1.124154,0.9805636,0.06185381,-0.5035026,0.009954865,0.8597655,2653,-2.049241458339833
2654,309.0,1.9698206,0.66523683,-0.6359261,-0.59294724,0.9457569,0.36107925,0.32564917,1.9007249,1.2078766,0.3986245,0.97015476,0.31390467,1.5069643,1.2919099,1.1463017,0.377652,-0.11644707,0.090862475,1.1593367,2654,-0.20888492166022143
2657,313.0,0.28280345,-0.62153345,0.111514606,0.33463734,0.1579278,0.42050132,-0.21489756,0.3203749,-0.013372979,-0.12512566,0.959919,-0.011400568,0.017478988,-0.29505697,0.2520927,0.22710644,-0.0057469746,0.027333627,0.0035694838,2657,-3.2626544009270932
2661,306.0,2.3204193,0.56066966,-0.47046024,-0.43004146,0.41019037,0.2242786,-0.2433827,1.618463,0.86796725,0.39548007,0.84050053,0.61153585,1.1916444,0.9550357,0.9307294,-0.45421386,-0.7394307,-0.18928134,0.7987027,2661,-3.2529220188050396
2662,306.0,2.2408886,0.8851924,-0.62207943,-0.57102823,0.81982887,0.2101205,0.32063133,1.8376204,1.1251798,0.41196644,0.879007,0.3755357,1.5756145,1.3340616,1.1757137,0.22355902,0.066980004,-0.02174294,1.2938222,2662,-0.530848692792278
2664,313.0,1.0382148,0.5700659,-0.16456492,0.02297378,0.8404704,0.31195268,0.43915746,1.4941475,0.6085941,0.16265032,0.9550448,0.7560246,1.3260326,0.9811437,0.95179546,0.4316548,0.6381568,0.10337323,1.0250249,2664,0.9058055609616124
2665,313.0,0.6285435,0.1265366,0.18276066,0.50219613,0.48517367,0.66285414,0.13263609,0.8342048,0.21479364,0.0038015163,0.9604065,0.440555,0.5738091,0.23062895,0.5281585,0.16398022,-0.19422798,0.00065026555,0.4850718,2665,-0.18097734204512445
2668,278.0,0.36668122,1.4194297,-0.56981415,-0.5788556,0.7494422,-0.3525308,1.2596533,-0.3680907,0.55110234,-0.2994465,0.23122332,-1.1590536,0.2689874,0.01075596,0.61160785,0.41661102,0.85756797,0.1778546,0.3293474,2668,7.406320817127259
2673,306.0,2.2419116,-0.11780073,-0.5499492,-0.49395216,-0.081923105,0.11703944,-0.9329741,1.3199644,0.58927023,0.3492086,0.561208,0.94665915,1.097438,0.6214706,0.7018565,-0.5490759,-1.417218,-0.4638485,0.33344913,2673,-5.224464586774476
2674,306.0,2.3707972,0.8221022,-0.6396736,-0.585547,0.48615608,0.14951518,-0.02360696,1.58952,1.0372018,0.36441237,0.68160105,0.6151375,1.8074976,1.1275486,1.0461401,0.09595673,-0.56177783,-0.2289291,1.1887752,2674,-1.763461593908845
2676,313.0,1.6378896,0.87936354,0.08460725,0.23232724,0.9651788,0.2589556,0.6374752,1.6862637,0.88477063,0.22508588,0.841963,0.7346335,1.6624955,1.1834184,1.0994244,0.7888485,0.9526743,0.019714026,1.2522364,2676,2.255505126882573
2677,313.0,0.7896501,0.51619637,-0.0049563046,0.2410257,0.7570921,0.3847511,0.51978624,1.2603343,0.36974534,0.059067998,0.87998194,0.7553881,1.1166958,0.646005,0.77643377,0.6055746,0.1681491,0.019992882,0.69635123,2677,1.9562611345532608
2681,278.0,0.7507801,1.4921173,0.63487595,0.43730924,0.76229894,0.16084337,1.4134889,-0.07612909,0.7290987,-0.2795478,0.27265397,-0.16517434,0.62519,0.53997517,0.7489215,0.012587994,0.5603438,0.1147119,0.60274005,2681,7.912633186391736
2682,267.0,0.46615803,1.5240741,0.46561974,0.3432528,1.0164661,0.13792701,1.4477217,0.15807006,0.6951319,-0.26949066,0.03284246,1.3028922,0.7393784,0.22969757,0.75839853,0.75814384,-0.19882917,0.057606053,0.5855913,2682,9.305208398649228
2683,267.0,0.40964296,1.3422902,-0.42483374,-0.43701723,0.9502734,-0.19854477,1.6489474,0.18251352,0.4316781,-0.31019884,-0.15042813,1.2162634,0.632104,-0.037862338,0.6723526,0.65810895,0.5657614,0.054277137,0.5333905,2683,8.039708303366517
2685,306.0,2.1160953,0.1489322,0.60459155,0.817169,-0.12535849,0.540319,-0.834999,1.3305724,0.36614454,0.32675123,0.45982406,0.85939837,1.6290674,0.75943166,0.7103714,-0.36412922,-1.7653686,-0.5042873,0.40636668,2685,-3.9338611330856024
2688,313.0,1.4333098,1.0195714,0.08724862,0.26013875,1.0034895,0.18466745,0.6641015,1.5232526,0.94526297,0.14978431,0.78737164,0.8770152,1.7146678,1.0724272,1.0883908,0.83344126,0.8793694,-0.004951308,1.1804456,2688,3.3148724765560504
2690,267.0,0.42652094,1.4175956,-0.719558,-0.71715325,0.9210196,-0.32372543,1.4149203,0.31689197,0.51269454,-0.29971653,-0.020286728,1.4224579,0.9905023,0.27208793,0.75530183,0.62657034,-0.5332693,0.0112216575,0.6238516,2690,8.659340853341321
2694,267.0,-0.96871436,0.0762009,0.2500652,0.08321449,-1.4426019,-0.5233111,0.19040193,-0.39047104,-1.1368024,-0.6957714,-0.8508538,-0.2128959,-0.4111088,-0.13727817,-0.07873954,-0.81158775,-1.4685929,-0.3088061,-0.53024745,2694,1.1553597110060347
